学校種別,設置区分,区市町村,学校名,学校名（ふりがな）,郵便番号,所在地,電話番号,デフォルト宛名,用途タグ
小学校,公立,世田谷区,世田谷区立八幡山小学校,せたがやくりつはちまんやましょうがっこう,156-0056,東京都世田谷区八幡山1-14-1,03-3302-2618,世田谷区立八幡山小学校 御中,宛名印刷
小学校,公立,世田谷区,世田谷区立芦花小学校,せたがやくりつろかしょうがっこう,157-0063,東京都世田谷区粕谷2-22-1,03-3303-3301,世田谷区立芦花小学校 御中,宛名印刷
小学校,公立,世田谷区,世田谷区立船橋小学校,せたがやくりつふなばししょうがっこう,156-0055,東京都世田谷区船橋4-41-1,03-3482-2367,世田谷区立船橋小学校 御中,宛名印刷
小学校,公立,世田谷区,世田谷区立砧南小学校,せたがやくりつきぬたみなみしょうがっこう,157-0077,東京都世田谷区鎌田4-3-1,03-3417-2378,世田谷区立砧南小学校 御中,宛名印刷
小学校,公立,世田谷区,世田谷区立給田小学校,せたがやくりつきゅうでんしょうがっこう,157-0064,東京都世田谷区給田4-24-1,03-3308-5671,世田谷区立給田小学校 御中,宛名印刷
小学校,公立,世田谷区,世田谷区立山野小学校,せたがやくりつやまのしょうがっこう,157-0073,東京都世田谷区砧6-7-1,03-3417-3322,世田谷区立山野小学校 御中,宛名印刷
小学校,公立,世田谷区,世田谷区立千歳小学校,せたがやくりつちとせしょうがっこう,157-0066,東京都世田谷区成城9-6-1,03-3482-3153,世田谷区立千歳小学校 御中,宛名印刷
小学校,公立,世田谷区,世田谷区立喜多見小学校,せたがやくりつきたみしょうがっこう,157-0067,東京都世田谷区喜多見3-11-1,03-3416-8232,世田谷区立喜多見小学校 御中,宛名印刷
小学校,公立,世田谷区,世田谷区立武蔵丘小学校,せたがやくりつむさしがおかしょうがっこう,157-0061,東京都世田谷区北烏山1-47-11,03-3308-6722,世田谷区立武蔵丘小学校 御中,宛名印刷
小学校,公立,世田谷区,世田谷区立希望丘小学校,せたがやくりつきぼうがおかしょうがっこう,156-0055,東京都世田谷区船橋4-9-1,03-3484-1972,世田谷区立希望丘小学校 御中,宛名印刷
小学校,公立,世田谷区,世田谷区立千歳台小学校,せたがやくりつちとせだいしょうがっこう,157-0071,東京都世田谷区千歳台4-24-1,03-3482-0335,世田谷区立千歳台小学校 御中,宛名印刷
小学校,公立,世田谷区,世田谷区立下北沢小学校,せたがやくりつしもきたざわしょうがっこう,156-0041,東京都世田谷区大原1-4-6,03-3468-0291,世田谷区立下北沢小学校 御中,宛名印刷
小学校,公立,渋谷区,渋谷区立臨川小学校,しぶやくりつりんせんしょうがっこう,150-0012,東京都渋谷区広尾1-9-17,03-3441-3012,渋谷区立臨川小学校 御中,宛名印刷
小学校,公立,渋谷区,渋谷区立長谷戸小学校,しぶやくりつながやとしょうがっこう,150-0021,東京都渋谷区恵比寿西1-23-1,03-3461-1203,渋谷区立長谷戸小学校 御中,宛名印刷
小学校,公立,渋谷区,渋谷区立広尾小学校,しぶやくりつひろおしょうがっこう,150-0011,東京都渋谷区東3-3-3,03-3400-3570,渋谷区立広尾小学校 御中,宛名印刷
小学校,公立,渋谷区,渋谷区立猿楽小学校,しぶやくりつさるがくしょうがっこう,150-0033,東京都渋谷区猿楽町12-35,03-3461-0033,渋谷区立猿楽小学校 御中,宛名印刷
小学校,公立,渋谷区,渋谷区立加計塚小学校,しぶやくりつかけづかしょうがっこう,150-0013,東京都渋谷区恵比寿4-21-10,03-3441-5571,渋谷区立加計塚小学校 御中,宛名印刷
小学校,公立,渋谷区,渋谷区立常磐松小学校,しぶやくりつときわまつしょうがっこう,150-0011,東京都渋谷区東1-7-10,03-3407-3225,渋谷区立常磐松小学校 御中,宛名印刷
小学校,公立,渋谷区,渋谷区立幡代小学校,しぶやくりつはたしろしょうがっこう,151-0061,東京都渋谷区初台1-32-12,03-3370-2482,渋谷区立幡代小学校 御中,宛名印刷
小学校,公立,渋谷区,渋谷区立上原小学校,しぶやくりつうえはらしょうがっこう,151-0064,東京都渋谷区上原3-13-20,03-3467-4273,渋谷区立上原小学校 御中,宛名印刷
小学校,公立,渋谷区,渋谷区立笹塚小学校,しぶやくりつささづかしょうがっこう,151-0073,東京都渋谷区笹塚2-8-1,03-3377-2345,渋谷区立笹塚小学校 御中,宛名印刷
小学校,公立,渋谷区,渋谷区立西原小学校,しぶやくりつにしはらしょうがっこう,151-0066,東京都渋谷区西原2-22-1,03-3466-3351,渋谷区立西原小学校 御中,宛名印刷
小学校,公立,渋谷区,渋谷区立富谷小学校,しぶやくりつとみがやしょうがっこう,151-0064,東京都渋谷区上原1-46-4,03-3467-7892,渋谷区立富谷小学校 御中,宛名印刷
小学校,公立,渋谷区,渋谷区立中幡小学校,しぶやくりつなかはたしょうがっこう,151-0072,東京都渋谷区幡ヶ谷3-49-1,03-3376-1371,渋谷区立中幡小学校 御中,宛名印刷
小学校,公立,渋谷区,渋谷区立千駄谷小学校,しぶやくりつせんだがやしょうがっこう,151-0051,東京都渋谷区千駄ヶ谷2-4-1,03-3401-1707,渋谷区立千駄谷小学校 御中,宛名印刷
小学校,公立,渋谷区,渋谷区立鳩森小学校,しぶやくりつはともりしょうがっこう,151-0051,東京都渋谷区千駄ヶ谷5-9-1,03-3352-3780,渋谷区立鳩森小学校 御中,宛名印刷
小学校,公立,渋谷区,渋谷区立神宮前小学校,しぶやくりつじんぐうまえしょうがっこう,150-0001,東京都渋谷区神宮前4-20-12,03-5412-0756,渋谷区立神宮前小学校 御中,宛名印刷
小学校,公立,渋谷区,渋谷区立神南小学校,しぶやくりつじんなんしょうがっこう,150-0042,東京都渋谷区宇田川町5-1,03-3464-0659,渋谷区立神南小学校 御中,宛名印刷
小学校,公立,渋谷区,渋谷区立渋谷本町学園,しぶやくりつしぶやほんまちがくえんしょうがっこう,151-0071,東京都渋谷区本町4-3-1,03-3373-3201,渋谷区立渋谷本町学園 御中,宛名印刷
小学校,公立,渋谷区,渋谷区立代々木山谷小学校,しぶやくりつよよぎさんやしょうがっこう,151-0053,東京都渋谷区代々木3-47-1,03-3377-0012,渋谷区立代々木山谷小学校 御中,宛名印刷
小学校,公立,中野区,中野区立桃園第二小学校,なかのくりつももぞのだいにしょうがっこう,164-0001,東京都中野区中野6-13-1,03-3363-0661,中野区立桃園第二小学校 御中,宛名印刷
小学校,公立,中野区,中野区立塔山小学校,なかのくりつとうのやましょうがっこう,164-0011,東京都中野区中央1-49-1,03-3363-0461,中野区立塔山小学校 御中,宛名印刷
小学校,公立,中野区,中野区立谷戸小学校,なかのくりつやとしょうがっこう,164-0001,東京都中野区中野1-26-1,03-3361-3645,中野区立谷戸小学校 御中,宛名印刷
小学校,公立,中野区,中野区立中野本郷小学校,なかのくりつなかのほんごうしょうがっこう,164-0013,東京都中野区弥生町1-25-1,03-3299-1058,中野区立中野本郷小学校 御中,宛名印刷
小学校,公立,中野区,中野区立江古田小学校,なかのくりつえごたしょうがっこう,165-0022,東京都中野区江古田2-13-28,03-3385-0411,中野区立江古田小学校 御中,宛名印刷
小学校,公立,中野区,中野区立啓明小学校,なかのくりつけいめいしょうがっこう,165-0034,東京都中野区大和町1-18-1,03-3330-2325,中野区立啓明小学校 御中,宛名印刷
小学校,公立,中野区,中野区立北原小学校,なかのくりつきたはらしょうがっこう,165-0027,東京都中野区野方6-30-6,03-3330-2411,中野区立北原小学校 御中,宛名印刷
小学校,公立,中野区,中野区立江原小学校,なかのくりつえはらしょうがっこう,165-0023,東京都中野区江原町1-39-1,03-3951-5880,中野区立江原小学校 御中,宛名印刷
小学校,公立,中野区,中野区立武蔵台小学校,なかのくりつむさしだいしょうがっこう,165-0031,東京都中野区上鷺宮5-1-1,03-3999-1655,中野区立武蔵台小学校 御中,宛名印刷
小学校,公立,中野区,中野区立上鷺宮小学校,なかのくりつかみさぎのみやしょうがっこう,165-0031,東京都中野区上鷺宮1-24-36,03-3926-6381,中野区立上鷺宮小学校 御中,宛名印刷
小学校,公立,中野区,中野区立桃花小学校,なかのくりつとうかしょうがっこう,164-0011,東京都中野区中央5-43-1,03-3381-7251,中野区立桃花小学校 御中,宛名印刷
小学校,公立,中野区,中野区立白桜小学校,なかのくりつはくおうしょうがっこう,164-0002,東京都中野区上高田1-2-28,03-3389-0561,中野区立白桜小学校 御中,宛名印刷
小学校,公立,中野区,中野区立平和の森小学校,なかのくりつへいわのもりしょうがっこう,165-0026,東京都中野区新井3-29-1,03-3389-1451,中野区立平和の森小学校 御中,宛名印刷
小学校,公立,中野区,中野区立緑野小学校,なかのくりつみどりのしょうがっこう,165-0021,東京都中野区丸山1-17-1,03-3389-2351,中野区立緑野小学校 御中,宛名印刷
小学校,公立,中野区,中野区立南台小学校,なかのくりつみなみだいしょうがっこう,164-0014,東京都中野区南台3-44-9,03-3381-7257,中野区立南台小学校 御中,宛名印刷
小学校,公立,中野区,中野区立みなみの小学校,なかのくりつみなみのしょうがっこう,164-0013,東京都中野区弥生町4-27-11,03-3381-7250,中野区立みなみの小学校 御中,宛名印刷
小学校,公立,中野区,中野区立美鳩小学校,なかのくりつみはとしょうがっこう,165-0034,東京都中野区大和町4-26-5,03-3330-1425,中野区立美鳩小学校 御中,宛名印刷
小学校,公立,中野区,中野区立中野第一小学校,なかのくりつなかのだいいちしょうがっこう,164-0012,東京都中野区本町3-16-1,03-3372-2326,中野区立中野第一小学校 御中,宛名印刷
小学校,公立,中野区,中野区立令和小学校,なかのくりつれいわしょうがっこう,165-0026,東京都中野区新井4-19-26,03-3389-1461,中野区立令和小学校 御中,宛名印刷
小学校,公立,中野区,中野区立鷺の杜小学校,なかのくりつさぎのもりしょうがっこう,165-0032,東京都中野区鷺宮4-7-3,03-5364-7135,中野区立鷺の杜小学校 御中,宛名印刷
小学校,公立,杉並区,杉並区立杉並第一小学校,すぎなみくりつすぎなみだいいちしょうがっこう,166-0001,東京都杉並区阿佐谷北1-5-27,03-3338-8367,杉並区立杉並第一小学校 御中,宛名印刷
小学校,公立,杉並区,杉並区立杉並第二小学校,すぎなみくりつすぎなみだいにしょうがっこう,166-0016,東京都杉並区成田西3-4-1,03-3313-0564,杉並区立杉並第二小学校 御中,宛名印刷
小学校,公立,杉並区,杉並区立杉並第三小学校,すぎなみくりつすぎなみだいさんしょうがっこう,166-0003,東京都杉並区高円寺南1-15-13,03-3314-1564,杉並区立杉並第三小学校 御中,宛名印刷
小学校,公立,杉並区,杉並区立杉並第六小学校,すぎなみくりつすぎなみだいろくしょうがっこう,166-0004,東京都杉並区阿佐谷南1-24-21,03-3314-2164,杉並区立杉並第六小学校 御中,宛名印刷
小学校,公立,杉並区,杉並区立杉並第七小学校,すぎなみくりつすぎなみだいしちしょうがっこう,166-0004,東京都杉並区阿佐谷南3-19-2,03-3392-6328,杉並区立杉並第七小学校 御中,宛名印刷
小学校,公立,杉並区,杉並区立杉並第九小学校,すぎなみくりつすぎなみだいくしょうがっこう,167-0031,東京都杉並区本天沼1-2-19,03-3390-0167,杉並区立杉並第九小学校 御中,宛名印刷
小学校,公立,杉並区,杉並区立杉並第十小学校,すぎなみくりつすぎなみだいじゅうしょうがっこう,166-0012,東京都杉並区和田3-55-49,03-3313-1364,杉並区立杉並第十小学校 御中,宛名印刷
小学校,公立,杉並区,杉並区立西田小学校,すぎなみくりつにしたしょうがっこう,167-0051,東京都杉並区荻窪1-38-15,03-3392-6828,杉並区立西田小学校 御中,宛名印刷
